,Year,Country,Region,Happiness Rank,Happiness Score,Economy,Family,Freedom,Generosity,Health,Trust
66,2019,Pakistan,Southern Asia,67,5.653,0.677,0.886,0.313,0.22,0.535,0.098
67,2019,Russia,Central and Eastern Europe,68,5.648,1.183,1.452,0.334,0.082,0.726,0.031
68,2019,Philippines,Southeastern Asia,69,5.631,0.807,1.293,0.558,0.117,0.657,0.107
69,2019,Serbia,Central and Eastern Europe,70,5.603,1.004,1.383,0.282,0.137,0.854,0.039
70,2019,Moldova,Central and Eastern Europe,71,5.529,0.685,1.328,0.245,0.181,0.739,0.0
71,2019,Libya,Middle East and Northern Africa,72,5.525,1.044,1.303,0.416,0.133,0.673,0.152
72,2019,Montenegro,Central and Eastern Europe,73,5.523,1.051,1.361,0.197,0.142,0.871,0.08
73,2019,Tajikistan,Central and Eastern Europe,74,5.467,0.493,1.098,0.389,0.23,0.718,0.144
74,2019,Croatia,Central and Eastern Europe,75,5.432,1.155,1.266,0.296,0.119,0.914,0.022
75,2019,Hong Kong,Eastern Asia,76,5.43,1.438,1.277,0.44,0.258,1.122,0.287
76,2019,Dominican Republic,Latin America and Caribbean,77,5.425,1.015,1.401,0.497,0.113,0.779,0.101
77,2019,Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,0.945,1.212,0.212,0.263,0.845,0.006
78,2019,Turkey,Middle East and Northern Africa,79,5.373,1.183,1.36,0.195,0.083,0.808,0.106
79,2019,Malaysia,Southeastern Asia,80,5.339,1.221,1.171,0.508,0.26,0.828,0.024
80,2019,Belarus,Central and Eastern Europe,81,5.323,1.067,1.465,0.235,0.094,0.789,0.142
81,2019,Greece,Western Europe,82,5.287,1.181,1.156,0.067,0.0,0.999,0.034
82,2019,Mongolia,Eastern Asia,83,5.285,0.948,1.531,0.317,0.235,0.667,0.038
83,2019,Nigeria,Sub-Saharan Africa,85,5.265,0.696,1.111,0.426,0.215,0.245,0.041
84,2019,Kyrgyzstan,Central and Eastern Europe,86,5.261,0.551,1.438,0.508,0.3,0.723,0.023
85,2019,Turkmenistan,Central and Eastern Europe,87,5.247,1.052,1.538,0.394,0.244,0.657,0.028
86,2019,Algeria,Middle East and Northern Africa,88,5.211,1.002,1.16,0.086,0.073,0.785,0.114
87,2019,Morocco,Middle East and Northern Africa,89,5.208,0.801,0.782,0.418,0.036,0.782,0.076
88,2019,Azerbaijan,Central and Eastern Europe,90,5.208,1.043,1.147,0.351,0.035,0.769,0.182
89,2019,Lebanon,Middle East and Northern Africa,91,5.197,0.987,1.224,0.216,0.166,0.815,0.027
90,2019,Indonesia,Southeastern Asia,92,5.192,0.931,1.203,0.491,0.498,0.66,0.028
91,2019,China,Eastern Asia,93,5.191,1.029,1.125,0.521,0.058,0.893,0.1
92,2019,Vietnam,Southeastern Asia,94,5.175,0.741,1.346,0.543,0.147,0.851,0.073
93,2019,Bhutan,Southern Asia,95,5.082,0.813,1.321,0.457,0.37,0.604,0.167
94,2019,Cameroon,Sub-Saharan Africa,96,5.044,0.549,0.91,0.381,0.187,0.331,0.037
95,2019,Bulgaria,Central and Eastern Europe,97,5.011,1.092,1.513,0.311,0.081,0.815,0.004
96,2019,Ghana,Sub-Saharan Africa,98,4.996,0.611,0.868,0.381,0.245,0.486,0.04
97,2019,Ivory Coast,Sub-Saharan Africa,99,4.944,0.569,0.808,0.352,0.154,0.232,0.09
98,2019,Nepal,Southern Asia,100,4.913,0.446,1.226,0.439,0.285,0.677,0.089
99,2019,Jordan,Middle East and Northern Africa,101,4.906,0.837,1.225,0.383,0.11,0.815,0.13
100,2019,Benin,Sub-Saharan Africa,102,4.883,0.393,0.437,0.349,0.175,0.397,0.082
101,2019,Congo (Brazzaville),Sub-Saharan Africa,103,4.812,0.673,0.799,0.372,0.105,0.508,0.093
102,2019,Gabon,Sub-Saharan Africa,104,4.799,1.057,1.183,0.295,0.043,0.571,0.055
103,2019,Laos,Southeastern Asia,105,4.796,0.764,1.03,0.547,0.266,0.551,0.164
104,2019,South Africa,Sub-Saharan Africa,106,4.722,0.96,1.351,0.389,0.13,0.469,0.055
105,2019,Albania,Central and Eastern Europe,107,4.719,0.947,0.848,0.383,0.178,0.874,0.027
106,2019,Venezuela,Latin America and Caribbean,108,4.707,0.96,1.427,0.154,0.064,0.805,0.047
107,2019,Cambodia,Southeastern Asia,109,4.7,0.574,1.122,0.609,0.232,0.637,0.062
108,2019,Palestinian Territories,Middle East and Northern Africa,110,4.696,0.657,1.247,0.225,0.103,0.672,0.066
109,2019,Senegal,Sub-Saharan Africa,111,4.681,0.45,1.134,0.292,0.153,0.571,0.072
110,2019,Somalia,Sub-Saharan Africa,112,4.668,0.0,0.698,0.559,0.243,0.268,0.27
111,2019,Namibia,Sub-Saharan Africa,113,4.639,0.879,1.313,0.401,0.07,0.477,0.056
112,2019,Niger,Sub-Saharan Africa,114,4.628,0.138,0.774,0.318,0.188,0.366,0.102
113,2019,Burkina Faso,Sub-Saharan Africa,115,4.587,0.331,1.056,0.255,0.177,0.38,0.113
114,2019,Armenia,Central and Eastern Europe,116,4.559,0.85,1.055,0.283,0.095,0.815,0.064
115,2019,Iran,Middle East and Northern Africa,117,4.548,1.1,0.842,0.305,0.27,0.785,0.125
116,2019,Guinea,Sub-Saharan Africa,118,4.534,0.38,0.829,0.332,0.207,0.375,0.086
117,2019,Georgia,Central and Eastern Europe,119,4.519,0.886,0.666,0.346,0.043,0.752,0.164
118,2019,Kenya,Sub-Saharan Africa,121,4.509,0.512,0.983,0.431,0.372,0.581,0.053
119,2019,Mauritania,Sub-Saharan Africa,122,4.49,0.57,1.167,0.066,0.106,0.489,0.088
120,2019,Mozambique,Sub-Saharan Africa,123,4.466,0.204,0.986,0.494,0.197,0.39,0.138
121,2019,Tunisia,Middle East and Northern Africa,124,4.461,0.921,1.0,0.167,0.059,0.815,0.055
122,2019,Bangladesh,Southern Asia,125,4.456,0.562,0.928,0.527,0.166,0.723,0.143
123,2019,Iraq,Middle East and Northern Africa,126,4.437,1.043,0.98,0.241,0.148,0.574,0.089
124,2019,Congo (Kinshasa),Sub-Saharan Africa,127,4.418,0.094,1.125,0.269,0.212,0.357,0.053
125,2019,Mali,Sub-Saharan Africa,128,4.39,0.385,1.105,0.327,0.153,0.308,0.052
126,2019,Sierra Leone,Sub-Saharan Africa,129,4.374,0.268,0.841,0.309,0.252,0.242,0.045
127,2019,Sri Lanka,Southern Asia,130,4.366,0.949,1.265,0.47,0.244,0.831,0.047
128,2019,Myanmar,Southeastern Asia,131,4.36,0.71,1.181,0.525,0.566,0.555,0.172
129,2019,Chad,Sub-Saharan Africa,132,4.35,0.35,0.766,0.174,0.198,0.192,0.078
130,2019,Ukraine,Central and Eastern Europe,133,4.332,0.82,1.39,0.178,0.187,0.739,0.01
131,2019,Ethiopia,Sub-Saharan Africa,134,4.286,0.336,1.033,0.344,0.209,0.532,0.1
132,2019,Swaziland,Sub-Saharan Africa,135,4.212,0.811,1.149,0.313,0.074,0.0,0.135
133,2019,Uganda,Sub-Saharan Africa,136,4.189,0.332,1.069,0.356,0.252,0.443,0.06
134,2019,Egypt,Middle East and Northern Africa,137,4.166,0.913,1.039,0.241,0.076,0.644,0.067
135,2019,Zambia,Sub-Saharan Africa,138,4.107,0.578,1.058,0.431,0.247,0.426,0.087
136,2019,Togo,Sub-Saharan Africa,139,4.085,0.275,0.572,0.293,0.177,0.41,0.085
137,2019,India,Southern Asia,140,4.015,0.755,0.765,0.498,0.2,0.588,0.085
138,2019,Liberia,Sub-Saharan Africa,141,3.975,0.073,0.922,0.37,0.233,0.443,0.033
139,2019,Comoros,Sub-Saharan Africa,142,3.973,0.274,0.757,0.142,0.275,0.505,0.078
140,2019,Madagascar,Sub-Saharan Africa,143,3.933,0.274,0.916,0.148,0.169,0.555,0.041
141,2019,Lesotho,Sub-Saharan Africa,144,3.802,0.489,1.169,0.359,0.107,0.168,0.093
142,2019,Burundi,Sub-Saharan Africa,145,3.775,0.046,0.447,0.22,0.176,0.38,0.18
143,2019,Zimbabwe,Sub-Saharan Africa,146,3.663,0.366,1.114,0.361,0.151,0.433,0.089
144,2019,Haiti,Latin America and Caribbean,147,3.597,0.323,0.688,0.026,0.419,0.449,0.11
145,2019,Botswana,Sub-Saharan Africa,148,3.488,1.041,1.145,0.455,0.025,0.538,0.1
146,2019,Syria,Middle East and Northern Africa,149,3.462,0.619,0.378,0.013,0.331,0.44,0.141
147,2019,Malawi,Sub-Saharan Africa,150,3.41,0.191,0.56,0.443,0.218,0.495,0.089
148,2019,Yemen,Middle East and Northern Africa,151,3.38,0.287,1.163,0.143,0.108,0.463,0.077
149,2019,Rwanda,Sub-Saharan Africa,152,3.334,0.359,0.711,0.555,0.217,0.614,0.411
150,2019,Tanzania,Sub-Saharan Africa,153,3.231,0.476,0.885,0.417,0.276,0.499,0.147
151,2019,Afghanistan,Southern Asia,154,3.203,0.35,0.517,0.0,0.158,0.361,0.025
152,2019,Central African Republic,Sub-Saharan Africa,155,3.083,0.026,0.0,0.225,0.235,0.105,0.035
153,2019,South Sudan,Sub-Saharan Africa,156,2.853,0.306,0.575,0.01,0.202,0.295,0.091
