,Year,Country,Region,Happiness Rank,Happiness Score,Economy,Family,Freedom,Generosity,Health,Trust
55,2018,Jamaica,Latin America and Caribbean,56,5.89,0.819,1.493,0.575,0.096,0.693,0.031
56,2018,South Korea,Eastern Asia,57,5.875,1.266,1.204,0.244,0.175,0.955,0.051
57,2018,North Cyprus,Western Europe,58,5.835,1.229,1.211,0.495,0.179,0.909,0.154
58,2018,Russia,Central and Eastern Europe,59,5.81,1.151,1.479,0.399,0.065,0.599,0.025
59,2018,Kazakhstan,Central and Eastern Europe,60,5.79,1.143,1.516,0.454,0.148,0.631,0.121
60,2018,Cyprus,Western Europe,61,5.762,1.229,1.191,0.423,0.202,0.909,0.035
61,2018,Bolivia,Latin America and Caribbean,62,5.752,0.751,1.223,0.606,0.141,0.508,0.054
62,2018,Estonia,Central and Eastern Europe,63,5.739,1.2,1.532,0.553,0.086,0.737,0.174
63,2018,Paraguay,Latin America and Caribbean,64,5.681,0.835,1.522,0.541,0.162,0.615,0.074
64,2018,Peru,Latin America and Caribbean,65,5.663,0.934,1.249,0.53,0.092,0.674,0.034
65,2018,Kosovo,Central and Eastern Europe,66,5.662,0.855,1.23,0.448,0.274,0.578,0.023
66,2018,Moldova,Central and Eastern Europe,67,5.64,0.657,1.301,0.232,0.171,0.62,0.0
67,2018,Turkmenistan,Central and Eastern Europe,68,5.636,1.016,1.533,0.417,0.199,0.517,0.037
68,2018,Hungary,Central and Eastern Europe,69,5.62,1.171,1.401,0.259,0.061,0.732,0.022
69,2018,Libya,Middle East and Northern Africa,70,5.566,0.985,1.35,0.496,0.116,0.553,0.148
70,2018,Philippines,Southeastern Asia,71,5.524,0.775,1.312,0.643,0.12,0.513,0.105
71,2018,Honduras,Latin America and Caribbean,72,5.504,0.62,1.205,0.459,0.197,0.622,0.074
72,2018,Belarus,Central and Eastern Europe,73,5.483,1.039,1.498,0.307,0.101,0.7,0.154
73,2018,Turkey,Middle East and Northern Africa,74,5.483,1.148,1.38,0.324,0.106,0.686,0.109
74,2018,Pakistan,Southern Asia,75,5.472,0.652,0.81,0.334,0.216,0.424,0.113
75,2018,Hong Kong,Eastern Asia,76,5.43,1.405,1.29,0.524,0.246,1.03,0.291
76,2018,Portugal,Western Europe,77,5.41,1.188,1.429,0.562,0.055,0.884,0.017
77,2018,Serbia,Central and Eastern Europe,78,5.398,0.975,1.369,0.288,0.134,0.685,0.043
78,2018,Greece,Western Europe,79,5.358,1.154,1.202,0.131,0.0,0.879,0.044
79,2018,Lebanon,Middle East and Northern Africa,80,5.358,0.965,1.179,0.503,0.214,0.785,0.136
80,2018,Montenegro,Central and Eastern Europe,81,5.347,1.017,1.279,0.259,0.111,0.729,0.081
81,2018,Croatia,Central and Eastern Europe,82,5.321,1.115,1.161,0.38,0.12,0.737,0.039
82,2018,Dominican Republic,Latin America and Caribbean,83,5.302,0.982,1.441,0.578,0.12,0.614,0.106
83,2018,Algeria,Middle East and Northern Africa,84,5.295,0.979,1.154,0.077,0.055,0.687,0.135
84,2018,Morocco,Middle East and Northern Africa,85,5.254,0.779,0.797,0.46,0.026,0.669,0.074
85,2018,China,Eastern Asia,86,5.246,0.989,1.142,0.597,0.029,0.799,0.103
86,2018,Azerbaijan,Central and Eastern Europe,87,5.201,1.024,1.161,0.43,0.031,0.603,0.176
87,2018,Tajikistan,Central and Eastern Europe,88,5.199,0.474,1.166,0.292,0.187,0.598,0.034
88,2018,Macedonia,Central and Eastern Europe,89,5.185,0.959,1.239,0.394,0.173,0.691,0.052
89,2018,Jordan,Middle East and Northern Africa,90,5.161,0.822,1.265,0.468,0.13,0.645,0.134
90,2018,Nigeria,Sub-Saharan Africa,91,5.155,0.689,1.172,0.462,0.201,0.048,0.032
91,2018,Kyrgyzstan,Central and Eastern Europe,92,5.131,0.53,1.416,0.54,0.281,0.594,0.035
92,2018,Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,0.915,1.078,0.28,0.216,0.758,0.0
93,2018,Mongolia,Eastern Asia,94,5.125,0.914,1.517,0.395,0.253,0.575,0.032
94,2018,Vietnam,Southeastern Asia,95,5.103,0.715,1.365,0.618,0.177,0.702,0.079
95,2018,Indonesia,Southeastern Asia,96,5.093,0.899,1.215,0.538,0.484,0.522,0.018
96,2018,Bhutan,Southern Asia,97,5.082,0.796,1.335,0.541,0.364,0.527,0.171
97,2018,Somalia,Sub-Saharan Africa,98,4.982,0.0,0.712,0.674,0.238,0.115,0.282
98,2018,Cameroon,Sub-Saharan Africa,99,4.975,0.535,0.891,0.454,0.183,0.182,0.043
99,2018,Bulgaria,Central and Eastern Europe,100,4.933,1.054,1.515,0.359,0.064,0.712,0.009
100,2018,Nepal,Southern Asia,101,4.88,0.425,1.228,0.526,0.302,0.539,0.078
101,2018,Venezuela,Latin America and Caribbean,102,4.806,0.996,1.469,0.133,0.056,0.657,0.052
102,2018,Gabon,Sub-Saharan Africa,103,4.758,1.036,1.164,0.356,0.032,0.404,0.052
103,2018,Palestinian Territories,Middle East and Northern Africa,104,4.743,0.642,1.217,0.266,0.086,0.602,0.076
104,2018,South Africa,Sub-Saharan Africa,105,4.724,0.94,1.41,0.516,0.103,0.33,0.056
105,2018,Iran,Middle East and Northern Africa,106,4.707,1.059,0.771,0.459,0.282,0.691,0.129
106,2018,Ivory Coast,Sub-Saharan Africa,107,4.671,0.541,0.872,0.467,0.146,0.08,0.103
107,2018,Ghana,Sub-Saharan Africa,108,4.657,0.592,0.896,0.499,0.212,0.337,0.029
108,2018,Senegal,Sub-Saharan Africa,109,4.631,0.429,1.117,0.406,0.138,0.433,0.082
109,2018,Laos,Southeastern Asia,110,4.623,0.72,1.034,0.626,0.23,0.441,0.174
110,2018,Tunisia,Middle East and Northern Africa,111,4.592,0.9,0.906,0.271,0.04,0.69,0.063
111,2018,Albania,Central and Eastern Europe,112,4.586,0.916,0.817,0.419,0.149,0.79,0.032
112,2018,Sierra Leone,Sub-Saharan Africa,113,4.571,0.256,0.813,0.355,0.238,0.0,0.053
113,2018,Congo (Brazzaville),Sub-Saharan Africa,114,4.559,0.682,0.811,0.514,0.091,0.343,0.077
114,2018,Bangladesh,Southern Asia,115,4.5,0.532,0.85,0.58,0.153,0.579,0.144
115,2018,Sri Lanka,Southern Asia,116,4.471,0.918,1.314,0.585,0.307,0.672,0.05
116,2018,Iraq,Middle East and Northern Africa,117,4.456,1.01,0.971,0.304,0.148,0.536,0.095
117,2018,Mali,Sub-Saharan Africa,118,4.447,0.37,1.233,0.367,0.139,0.152,0.056
118,2018,Namibia,Sub-Saharan Africa,119,4.441,0.874,1.281,0.519,0.051,0.365,0.064
119,2018,Cambodia,Southeastern Asia,120,4.433,0.549,1.088,0.696,0.256,0.457,0.065
120,2018,Burkina Faso,Sub-Saharan Africa,121,4.424,0.314,1.097,0.312,0.175,0.254,0.128
121,2018,Egypt,Middle East and Northern Africa,122,4.419,0.885,1.025,0.312,0.092,0.553,0.107
122,2018,Mozambique,Sub-Saharan Africa,123,4.417,0.198,0.902,0.531,0.206,0.173,0.158
123,2018,Kenya,Sub-Saharan Africa,124,4.41,0.493,1.048,0.504,0.352,0.454,0.055
124,2018,Zambia,Sub-Saharan Africa,125,4.377,0.562,1.047,0.503,0.221,0.295,0.082
125,2018,Mauritania,Sub-Saharan Africa,126,4.356,0.557,1.245,0.129,0.134,0.292,0.093
126,2018,Ethiopia,Sub-Saharan Africa,127,4.35,0.308,0.95,0.452,0.22,0.391,0.146
127,2018,Georgia,Central and Eastern Europe,128,4.34,0.853,0.592,0.375,0.038,0.643,0.215
128,2018,Armenia,Central and Eastern Europe,129,4.321,0.816,0.99,0.26,0.077,0.666,0.028
129,2018,Myanmar,Southeastern Asia,130,4.308,0.682,1.174,0.58,0.598,0.429,0.178
130,2018,Chad,Sub-Saharan Africa,131,4.301,0.358,0.907,0.189,0.181,0.053,0.06
131,2018,Congo (Kinshasa),Sub-Saharan Africa,132,4.245,0.069,1.136,0.312,0.197,0.204,0.052
132,2018,India,Southern Asia,133,4.19,0.721,0.747,0.539,0.172,0.485,0.093
133,2018,Niger,Sub-Saharan Africa,134,4.166,0.131,0.867,0.39,0.175,0.221,0.099
134,2018,Uganda,Sub-Saharan Africa,135,4.161,0.322,1.09,0.45,0.259,0.237,0.061
135,2018,Benin,Sub-Saharan Africa,136,4.141,0.378,0.372,0.44,0.163,0.24,0.067
136,2018,Sudan,Sub-Saharan Africa,137,4.139,0.605,1.24,0.016,0.134,0.312,0.082
137,2018,Ukraine,Central and Eastern Europe,138,4.103,0.793,1.413,0.163,0.187,0.609,0.011
138,2018,Togo,Sub-Saharan Africa,139,3.999,0.259,0.474,0.434,0.158,0.253,0.101
139,2018,Guinea,Sub-Saharan Africa,140,3.964,0.344,0.792,0.394,0.185,0.211,0.094
140,2018,Lesotho,Sub-Saharan Africa,141,3.808,0.472,1.215,0.423,0.116,0.079,0.112
141,2018,Angola,Sub-Saharan Africa,142,3.795,0.73,1.125,0.0,0.079,0.269,0.061
142,2018,Madagascar,Sub-Saharan Africa,143,3.774,0.262,0.908,0.221,0.155,0.402,0.049
143,2018,Zimbabwe,Sub-Saharan Africa,144,3.692,0.357,1.094,0.406,0.132,0.248,0.099
144,2018,Afghanistan,Southern Asia,145,3.632,0.332,0.537,0.085,0.191,0.255,0.036
145,2018,Botswana,Sub-Saharan Africa,146,3.59,1.017,1.174,0.557,0.042,0.417,0.092
146,2018,Malawi,Sub-Saharan Africa,147,3.587,0.186,0.541,0.531,0.21,0.306,0.08
147,2018,Haiti,Latin America and Caribbean,148,3.582,0.315,0.714,0.025,0.392,0.289,0.104
148,2018,Liberia,Sub-Saharan Africa,149,3.495,0.076,0.858,0.419,0.206,0.267,0.03
149,2018,Syria,Middle East and Northern Africa,150,3.462,0.689,0.382,0.088,0.376,0.539,0.144
150,2018,Rwanda,Sub-Saharan Africa,151,3.408,0.332,0.896,0.636,0.2,0.4,0.444
151,2018,Yemen,Middle East and Northern Africa,152,3.355,0.442,1.073,0.244,0.083,0.343,0.064
152,2018,Tanzania,Sub-Saharan Africa,153,3.303,0.455,0.991,0.481,0.27,0.381,0.097
153,2018,South Sudan,Sub-Saharan Africa,154,3.254,0.337,0.608,0.112,0.224,0.177,0.106
154,2018,Central African Republic,Sub-Saharan Africa,155,3.083,0.024,0.0,0.305,0.218,0.01,0.038
155,2018,Burundi,Sub-Saharan Africa,156,2.905,0.091,0.627,0.065,0.149,0.145,0.076
