,Year,Country,Region,Happiness Rank,Happiness Score,Economy,Family,Freedom,Generosity,Health,Trust
18,2017,United Kingdom,Western Europe,19,6.714,1.4416,1.4965,0.5082,0.4928,0.8053,0.2654
19,2017,Chile,Latin America and Caribbean,20,6.652,1.2528,1.284,0.3769,0.3267,0.8195,0.0823
20,2017,United Arab Emirates,Middle East and Northern Africa,21,6.648,1.6263,1.2664,0.6083,0.3609,0.7268,0.3245
21,2017,Brazil,Latin America and Caribbean,22,6.635,1.1074,1.4313,0.4375,0.1623,0.6166,0.1111
22,2017,Czech Republic,Central and Eastern Europe,23,6.609,1.3527,1.4339,0.4909,0.0881,0.7544,0.0369
23,2017,Argentina,Latin America and Caribbean,24,6.599,1.1853,1.4405,0.4945,0.1095,0.6951,0.0597
24,2017,Mexico,Latin America and Caribbean,25,6.578,1.1532,1.2109,0.4127,0.121,0.71,0.1328
25,2017,Singapore,Southeastern Asia,26,6.572,1.6923,1.3538,0.5498,0.346,0.9495,0.4643
26,2017,Malta,Western Europe,27,6.527,1.3433,1.4884,0.5888,0.5747,0.8219,0.1531
27,2017,Uruguay,Latin America and Caribbean,28,6.454,1.2176,1.4122,0.5794,0.1751,0.7192,0.1781
28,2017,Guatemala,Latin America and Caribbean,29,6.454,0.872,1.2556,0.5313,0.2835,0.5402,0.0772
29,2017,Panama,Latin America and Caribbean,30,6.452,1.2337,1.3732,0.55,0.2106,0.7062,0.071
30,2017,France,Western Europe,31,6.442,1.4309,1.3878,0.4702,0.1298,0.8445,0.1725
31,2017,Thailand,Southeastern Asia,32,6.424,1.1279,1.4258,0.5802,0.5721,0.6472,0.0316
32,2017,Taiwan,Eastern Asia,33,6.422,1.4336,1.3846,0.3615,0.2584,0.794,0.0638
33,2017,Spain,Western Europe,34,6.403,1.3844,1.5321,0.4088,0.1901,0.889,0.0709
34,2017,Qatar,Middle East and Northern Africa,35,6.375,1.8708,1.2743,0.6041,0.3305,0.7101,0.4393
35,2017,Colombia,Latin America and Caribbean,36,6.357,1.0706,1.4022,0.4775,0.149,0.595,0.0467
36,2017,Saudi Arabia,Middle East and Northern Africa,37,6.344,1.5306,1.2867,0.4498,0.1476,0.5901,0.2734
37,2017,Trinidad and Tobago,Latin America and Caribbean,38,6.168,1.3614,1.3802,0.5186,0.3253,0.52,0.009
38,2017,Kuwait,Middle East and Northern Africa,39,6.105,1.633,1.2597,0.4963,0.2283,0.6321,0.2152
39,2017,Slovakia,Central and Eastern Europe,40,6.098,1.3254,1.5051,0.2958,0.1365,0.7127,0.0242
40,2017,Bahrain,Middle East and Northern Africa,41,6.087,1.4884,1.3231,0.5367,0.1727,0.6531,0.257
41,2017,Malaysia,Southeastern Asia,42,6.084,1.2912,1.2846,0.4023,0.4166,0.6188,0.0656
42,2017,Nicaragua,Latin America and Caribbean,43,6.071,0.7373,1.2872,0.4476,0.3017,0.6531,0.1307
43,2017,Ecuador,Latin America and Caribbean,44,6.008,1.0008,1.2862,0.4552,0.1501,0.6856,0.1401
44,2017,El Salvador,Latin America and Caribbean,45,6.003,0.9098,1.1821,0.4325,0.0783,0.596,0.09
45,2017,Poland,Central and Eastern Europe,46,5.973,1.2918,1.4457,0.5203,0.1585,0.6995,0.0593
46,2017,Uzbekistan,Central and Eastern Europe,47,5.971,0.7864,1.549,0.6582,0.416,0.4983,0.2465
47,2017,Italy,Western Europe,48,5.964,1.3951,1.4449,0.2565,0.1728,0.8531,0.028
48,2017,Russia,Central and Eastern Europe,49,5.963,1.2818,1.4693,0.3738,0.0523,0.5473,0.033
49,2017,Belize,Latin America and Caribbean,50,5.956,0.908,1.0814,0.5475,0.24,0.4502,0.0966
50,2017,Japan,Eastern Asia,51,5.92,1.4169,1.4363,0.5056,0.1206,0.9135,0.1638
51,2017,Lithuania,Central and Eastern Europe,52,5.902,1.3146,1.4735,0.2342,0.0102,0.6289,0.0119
52,2017,Algeria,Middle East and Northern Africa,53,5.872,1.0919,1.1462,0.2333,0.0694,0.6176,0.1461
53,2017,Latvia,Southeastern Asia,54,5.85,1.2607,1.4047,0.3257,0.1531,0.6386,0.0738
54,2017,South Korea,Eastern Asia,55,5.838,1.4017,1.1283,0.2579,0.2067,0.9002,0.0633
55,2017,Moldova,Central and Eastern Europe,56,5.838,0.7289,1.2518,0.2407,0.2088,0.5895,0.0101
56,2017,Romania,Central and Eastern Europe,57,5.825,1.2177,1.1501,0.457,0.1335,0.6852,0.0044
57,2017,Bolivia,Latin America and Caribbean,58,5.823,0.8338,1.2276,0.5587,0.2256,0.4736,0.0605
58,2017,Turkmenistan,Central and Eastern Europe,59,5.822,1.1308,1.4931,0.4183,0.2499,0.4377,0.2593
59,2017,Kazakhstan,Central and Eastern Europe,60,5.819,1.2846,1.3844,0.4375,0.202,0.606,0.1193
60,2017,North Cyprus,Western Europe,61,5.81,1.3469,1.1863,0.4712,0.2668,0.8346,0.1554
61,2017,Slovenia,Central and Eastern Europe,62,5.758,1.3412,1.4525,0.5726,0.2426,0.7908,0.0451
62,2017,Peru,Latin America and Caribbean,63,5.715,1.0352,1.2188,0.45,0.1268,0.6302,0.047
63,2017,Mauritius,Sub-Saharan Africa,64,5.629,1.1894,1.2096,0.4912,0.3609,0.638,0.0422
64,2017,Cyprus,Western Europe,65,5.621,1.3559,1.1314,0.3551,0.2713,0.8447,0.0412
65,2017,Estonia,Central and Eastern Europe,66,5.611,1.3209,1.4767,0.4791,0.0989,0.6952,0.1832
66,2017,Belarus,Central and Eastern Europe,67,5.569,1.1566,1.4449,0.2954,0.1551,0.6377,0.1563
67,2017,Libya,Middle East and Northern Africa,68,5.525,1.1018,1.3576,0.4657,0.1521,0.5202,0.0926
68,2017,Turkey,Middle East and Northern Africa,69,5.5,1.1983,1.3378,0.3007,0.0467,0.6376,0.0997
69,2017,Paraguay,Latin America and Caribbean,70,5.493,0.9325,1.5073,0.4735,0.2242,0.5793,0.0911
70,2017,Hong Kong,Eastern Asia,71,5.472,1.5517,1.2628,0.491,0.3745,0.9431,0.2939
71,2017,Philippines,Southeastern Asia,72,5.43,0.8577,1.2539,0.5852,0.1935,0.468,0.0993
72,2017,Serbia,Central and Eastern Europe,73,5.395,1.0693,1.2582,0.2087,0.2201,0.6508,0.0409
73,2017,Jordan,Middle East and Northern Africa,74,5.336,0.991,1.2391,0.4184,0.1722,0.6046,0.1198
74,2017,Hungary,Central and Eastern Europe,75,5.324,1.286,1.3431,0.1759,0.0784,0.6878,0.0366
75,2017,Jamaica,Latin America and Caribbean,76,5.311,0.9256,1.3682,0.4743,0.2338,0.641,0.0553
76,2017,Croatia,Central and Eastern Europe,77,5.293,1.2226,0.968,0.2558,0.248,0.7013,0.0431
77,2017,Kosovo,Central and Eastern Europe,78,5.279,0.9515,1.1379,0.2603,0.3199,0.5415,0.0575
78,2017,China,Eastern Asia,79,5.273,1.0812,1.1608,0.4728,0.0288,0.7414,0.0228
79,2017,Pakistan,Southern Asia,80,5.269,0.7269,0.6727,0.2352,0.3154,0.402,0.1243
80,2017,Indonesia,Southeastern Asia,81,5.262,0.9955,1.2744,0.4433,0.6117,0.4923,0.0153
81,2017,Venezuela,Latin America and Caribbean,82,5.25,1.1284,1.4313,0.154,0.065,0.6171,0.0645
82,2017,Montenegro,Central and Eastern Europe,83,5.237,1.1211,1.2384,0.195,0.1979,0.6675,0.0882
83,2017,Morocco,Middle East and Northern Africa,84,5.235,0.8781,0.7749,0.4082,0.0322,0.5977,0.0878
84,2017,Azerbaijan,Central and Eastern Europe,85,5.234,1.1536,1.1524,0.3982,0.0453,0.5408,0.181
85,2017,Dominican Republic,Latin America and Caribbean,86,5.23,1.0794,1.4024,0.5526,0.187,0.5749,0.1139
86,2017,Greece,Western Europe,87,5.227,1.2895,1.2394,0.0957,0.0,0.8102,0.0433
87,2017,Lebanon,Central and Eastern Europe,88,5.225,1.075,1.1296,0.2885,0.2645,0.7351,0.0375
88,2017,Portugal,Western Europe,89,5.195,1.3152,1.367,0.4985,0.0951,0.7958,0.0159
89,2017,Bosnia and Herzegovina,Central and Eastern Europe,90,5.182,0.9824,1.0693,0.2044,0.3289,0.7052,0.0
90,2017,Honduras,Latin America and Caribbean,91,5.181,0.7306,1.1439,0.3481,0.2362,0.5826,0.0733
91,2017,Macedonia,Central and Eastern Europe,92,5.175,1.0646,1.2079,0.3259,0.2538,0.6449,0.0603
92,2017,Somalia,Sub-Saharan Africa,93,5.151,0.0226,0.7212,0.6021,0.2916,0.114,0.2824
93,2017,Vietnam,Southeastern Asia,94,5.074,0.7885,1.2775,0.5711,0.235,0.6522,0.0876
94,2017,Nigeria,Sub-Saharan Africa,95,5.074,0.7838,1.2158,0.395,0.2309,0.0569,0.0261
95,2017,Tajikistan,Central and Eastern Europe,96,5.041,0.5247,1.2715,0.4716,0.249,0.5292,0.1464
96,2017,Bhutan,Southern Asia,97,5.011,0.8854,1.3401,0.5015,0.4741,0.4959,0.1734
97,2017,Kyrgyzstan,Central and Eastern Europe,98,5.004,0.5962,1.3942,0.4549,0.4286,0.5535,0.0394
98,2017,Nepal,Southern Asia,99,4.962,0.4798,1.1793,0.4403,0.3941,0.5041,0.073
99,2017,Mongolia,Eastern Asia,100,4.955,1.0272,1.493,0.3941,0.3385,0.5578,0.0329
100,2017,South Africa,Sub-Saharan Africa,101,4.829,1.0547,1.3848,0.4792,0.1394,0.1871,0.0725
101,2017,Tunisia,Middle East and Northern Africa,102,4.805,1.0073,0.8684,0.2897,0.0497,0.6132,0.0867
102,2017,Palestinian Territories,Middle East and Northern Africa,103,4.775,0.7162,1.1556,0.2547,0.1142,0.5657,0.0893
103,2017,Egypt,Middle East and Northern Africa,104,4.735,0.9897,0.9975,0.2821,0.1286,0.5202,0.1144
104,2017,Bulgaria,Central and Eastern Europe,105,4.714,1.1615,1.4344,0.2892,0.1132,0.7082,0.0111
105,2017,Sierra Leone,Sub-Saharan Africa,106,4.709,0.3684,0.9841,0.3187,0.293,0.0056,0.0711
106,2017,Cameroon,Sub-Saharan Africa,107,4.695,0.5643,0.946,0.4304,0.2363,0.1329,0.0513
107,2017,Iran,Middle East and Northern Africa,108,4.692,1.1569,0.7116,0.2493,0.3872,0.6393,0.0488
108,2017,Albania,Central and Eastern Europe,109,4.644,0.9962,0.8037,0.3815,0.2013,0.7312,0.0399
109,2017,Bangladesh,Southern Asia,110,4.608,0.5867,0.7351,0.4784,0.1723,0.5332,0.1237
110,2017,Namibia,Sub-Saharan Africa,111,4.574,0.9644,1.0985,0.5203,0.0771,0.3386,0.0931
111,2017,Kenya,Sub-Saharan Africa,112,4.553,0.5605,1.068,0.4528,0.4449,0.31,0.0646
112,2017,Mozambique,Sub-Saharan Africa,113,4.55,0.2343,0.8707,0.4808,0.3222,0.1067,0.1794
113,2017,Myanmar,Southeastern Asia,114,4.545,0.3671,1.1232,0.5145,0.8381,0.3975,0.1888
114,2017,Senegal,Sub-Saharan Africa,115,4.535,0.4793,1.1797,0.3779,0.1835,0.4094,0.1155
115,2017,Zambia,Sub-Saharan Africa,116,4.514,0.6364,1.0032,0.4616,0.2496,0.2578,0.0782
116,2017,Iraq,Middle East and Northern Africa,117,4.497,1.1027,0.9786,0.2886,0.1996,0.5012,0.1072
117,2017,Gabon,Sub-Saharan Africa,118,4.465,1.1982,1.1556,0.3123,0.0438,0.3566,0.076
118,2017,Ethiopia,Sub-Saharan Africa,119,4.46,0.3392,0.8647,0.4088,0.3127,0.3534,0.1655
119,2017,Sri Lanka,Southern Asia,120,4.44,1.0099,1.26,0.5612,0.4909,0.6251,0.0737
120,2017,Armenia,Central and Eastern Europe,121,4.376,0.9006,1.0075,0.1983,0.0835,0.6375,0.0267
121,2017,India,Southern Asia,122,4.315,0.7922,0.7544,0.47,0.2315,0.4554,0.0922
122,2017,Mauritania,Sub-Saharan Africa,123,4.292,0.6485,1.272,0.0961,0.2019,0.2853,0.137
123,2017,Congo (Brazzaville),Sub-Saharan Africa,124,4.291,0.809,0.832,0.435,0.1209,0.29,0.0796
124,2017,Georgia,Central and Eastern Europe,125,4.286,0.9506,0.5706,0.3094,0.054,0.6495,0.2517
125,2017,Congo (Kinshasa),Sub-Saharan Africa,126,4.28,0.0921,1.229,0.236,0.2465,0.1914,0.0602
126,2017,Mali,Sub-Saharan Africa,127,4.19,0.4762,1.2815,0.3066,0.1834,0.1694,0.105
127,2017,Ivory Coast,Sub-Saharan Africa,128,4.18,0.603,0.9048,0.4477,0.2012,0.0486,0.1301
128,2017,Cambodia,Southeastern Asia,129,4.168,0.6018,1.0062,0.6334,0.3859,0.4298,0.0681
129,2017,Sudan,Sub-Saharan Africa,130,4.139,0.6595,1.214,0.015,0.1823,0.2909,0.0898
130,2017,Ghana,Sub-Saharan Africa,131,4.12,0.6672,0.8737,0.423,0.2569,0.2956,0.0253
131,2017,Ukraine,Central and Eastern Europe,132,4.096,0.8947,1.3945,0.123,0.2701,0.5759,0.023
132,2017,Uganda,Sub-Saharan Africa,133,4.081,0.3814,1.1298,0.4432,0.3258,0.2176,0.0571
133,2017,Burkina Faso,Sub-Saharan Africa,134,4.032,0.3502,1.0433,0.3244,0.2509,0.2158,0.1203
134,2017,Niger,Sub-Saharan Africa,135,4.028,0.1619,0.993,0.3637,0.2287,0.2685,0.1386
135,2017,Malawi,Sub-Saharan Africa,136,3.97,0.2334,0.5126,0.4669,0.2872,0.3151,0.0727
136,2017,Chad,Sub-Saharan Africa,137,3.936,0.438,0.9539,0.1623,0.2161,0.0411,0.0536
137,2017,Zimbabwe,Sub-Saharan Africa,138,3.875,0.3758,1.0831,0.3364,0.1891,0.1968,0.0954
138,2017,Lesotho,Middle East and Northern Africa,139,3.808,0.521,1.1901,0.3907,0.1575,0.0,0.1191
139,2017,Angola,Sub-Saharan Africa,140,3.795,0.8584,1.1044,0.0,0.0979,0.0499,0.0697
140,2017,Afghanistan,Southern Asia,141,3.794,0.4015,0.5815,0.1062,0.3119,0.1807,0.0612
141,2017,Botswana,Sub-Saharan Africa,142,3.766,1.1221,1.2216,0.5052,0.0993,0.3418,0.0986
142,2017,Benin,Sub-Saharan Africa,143,3.657,0.4311,0.4353,0.426,0.2079,0.2099,0.0609
143,2017,Madagascar,Sub-Saharan Africa,144,3.644,0.3058,0.913,0.1892,0.2087,0.3752,0.0672
144,2017,Haiti,Latin America and Caribbean,145,3.603,0.3686,0.6404,0.0304,0.4892,0.2773,0.0999
145,2017,Yemen,Middle East and Northern Africa,146,3.593,0.5917,0.9354,0.2495,0.1041,0.3101,0.0568
146,2017,South Sudan,Sub-Saharan Africa,147,3.591,0.3972,0.6013,0.1471,0.2857,0.1635,0.1168
147,2017,Liberia,Sub-Saharan Africa,148,3.533,0.119,0.8721,0.3329,0.2665,0.2299,0.0389
148,2017,Guinea,Sub-Saharan Africa,149,3.507,0.2445,0.7912,0.3486,0.2648,0.1941,0.1109
149,2017,Togo,Sub-Saharan Africa,150,3.495,0.3054,0.4319,0.3804,0.1969,0.2471,0.0957
150,2017,Rwanda,Sub-Saharan Africa,151,3.471,0.3687,0.9457,0.5818,0.2528,0.3264,0.4552
151,2017,Syria,Middle East and Northern Africa,152,3.462,0.7772,0.3961,0.0815,0.4937,0.5005,0.1513
152,2017,Tanzania,Sub-Saharan Africa,153,3.349,0.5111,1.042,0.39,0.3543,0.3645,0.066
153,2017,Burundi,Sub-Saharan Africa,154,2.905,0.0916,0.6298,0.0599,0.2044,0.1516,0.0841
154,2017,Central African Republic,Sub-Saharan Africa,155,2.693,0.0,0.0,0.2708,0.2809,0.0188,0.0566
