,Year,Country,Region,Happiness Rank,Happiness Score,Economy,Family,Freedom,Generosity,Health,Trust
21,2016,United Kingdom,Western Europe,23,6.725,1.4028,1.0867,0.5004,0.5016,0.8099,0.274
22,2016,Chile,Latin America and Caribbean,24,6.705,1.2167,0.9059,0.3779,0.316,0.8188,0.1145
23,2016,Panama,Latin America and Caribbean,25,6.701,1.1831,0.9891,0.4893,0.2418,0.7084,0.0842
24,2016,Argentina,Latin America and Caribbean,26,6.65,1.1514,1.0661,0.4228,0.1099,0.6971,0.073
25,2016,Czech Republic,Central and Eastern Europe,27,6.596,1.3092,1.0079,0.4142,0.0993,0.7638,0.0399
26,2016,United Arab Emirates,Middle East and Northern Africa,28,6.573,1.5735,0.8711,0.5622,0.2659,0.7299,0.3556
27,2016,Uruguay,Latin America and Caribbean,29,6.545,1.1816,1.0314,0.5439,0.1806,0.7218,0.2139
28,2016,Malta,Western Europe,30,6.488,1.3078,1.0988,0.5499,0.5624,0.8032,0.1755
29,2016,Colombia,Latin America and Caribbean,31,6.481,1.0303,1.0217,0.4474,0.1563,0.5966,0.054
30,2016,France,Western Europe,32,6.478,1.3949,1.0051,0.4656,0.1216,0.838,0.1781
31,2016,Thailand,Southeastern Asia,33,6.474,1.0893,1.0448,0.4955,0.587,0.6492,0.0283
32,2016,Saudi Arabia,Middle East and Northern Africa,34,6.379,1.4895,0.8483,0.379,0.1546,0.5927,0.3001
33,2016,Taiwan,Eastern Asia,34,6.379,1.3973,0.9262,0.3238,0.255,0.7957,0.0663
34,2016,Qatar,Middle East and Northern Africa,36,6.375,1.8243,0.8796,0.5668,0.3239,0.7172,0.4805
35,2016,Spain,Western Europe,37,6.361,1.3425,1.1295,0.3755,0.1767,0.879,0.0614
36,2016,Algeria,Middle East and Northern Africa,38,6.355,1.0527,0.8331,0.2101,0.0704,0.618,0.1616
37,2016,Guatemala,Latin America and Caribbean,39,6.324,0.8345,0.8712,0.5038,0.2881,0.5404,0.087
38,2016,Suriname,Latin America and Caribbean,40,6.269,1.0969,0.7787,0.5223,0.1667,0.5093,0.1269
39,2016,Kuwait,Middle East and Northern Africa,41,6.239,1.6171,0.8776,0.4317,0.1597,0.6357,0.2367
40,2016,Bahrain,Middle East and Northern Africa,42,6.218,1.4402,0.944,0.4738,0.1715,0.657,0.2577
41,2016,Trinidad and Tobago,Latin America and Caribbean,43,6.168,1.3257,0.9857,0.4845,0.3194,0.5261,0.0124
42,2016,Venezuela,Latin America and Caribbean,44,6.084,1.1337,1.033,0.1985,0.0425,0.619,0.083
43,2016,Slovakia,Central and Eastern Europe,45,6.078,1.2797,1.0827,0.2339,0.1384,0.7037,0.0295
44,2016,El Salvador,Latin America and Caribbean,46,6.068,0.8737,0.8098,0.3727,0.0888,0.596,0.1061
45,2016,Malaysia,Southeastern Asia,47,6.005,1.2514,0.8803,0.3903,0.4147,0.6237,0.0908
46,2016,Nicaragua,Latin America and Caribbean,48,5.992,0.6938,0.8952,0.4658,0.2977,0.6521,0.1629
47,2016,Uzbekistan,Central and Eastern Europe,49,5.987,0.7359,1.1681,0.6085,0.3433,0.5016,0.2833
48,2016,Italy,Western Europe,50,5.977,1.355,1.0417,0.1883,0.1668,0.851,0.0256
49,2016,Ecuador,Latin America and Caribbean,51,5.976,0.9731,0.8597,0.4027,0.1007,0.6861,0.1804
50,2016,Belize,Latin America and Caribbean,52,5.956,0.8762,0.6866,0.5123,0.2368,0.4557,0.1077
51,2016,Japan,Eastern Asia,53,5.921,1.3801,1.0605,0.4676,0.1022,0.9149,0.1899
52,2016,Kazakhstan,Central and Eastern Europe,54,5.919,1.2294,0.9554,0.4052,0.1501,0.5739,0.1113
53,2016,Moldova,Central and Eastern Europe,55,5.897,0.6918,0.8313,0.252,0.2,0.5231,0.019
54,2016,Russia,Central and Eastern Europe,56,5.856,1.2323,1.0526,0.3268,0.0274,0.5899,0.0359
55,2016,Poland,Central and Eastern Europe,57,5.835,1.2459,1.0469,0.4519,0.1444,0.6906,0.055
56,2016,South Korea,Eastern Asia,57,5.835,1.3595,0.7219,0.2517,0.1882,0.8865,0.0772
57,2016,Bolivia,Latin America and Caribbean,59,5.822,0.7942,0.8378,0.5096,0.217,0.4697,0.0775
58,2016,Lithuania,Central and Eastern Europe,60,5.813,1.2692,1.0641,0.1893,0.0203,0.6467,0.0182
59,2016,Belarus,Central and Eastern Europe,61,5.802,1.1306,1.0499,0.2909,0.1394,0.631,0.1746
60,2016,North Cyprus,Western Europe,62,5.771,1.3114,0.8183,0.436,0.2632,0.8414,0.1658
61,2016,Slovenia,Central and Eastern Europe,63,5.768,1.2995,1.0561,0.5316,0.2574,0.7915,0.0364
62,2016,Peru,Latin America and Caribbean,64,5.743,0.996,0.8126,0.375,0.1453,0.6299,0.0529
63,2016,Turkmenistan,Central and Eastern Europe,65,5.658,1.0802,1.0382,0.3741,0.2257,0.4401,0.2847
64,2016,Mauritius,Sub-Saharan Africa,66,5.648,1.1437,0.757,0.4615,0.3695,0.6619,0.052
65,2016,Libya,Middle East and Northern Africa,67,5.615,1.0669,0.9508,0.4067,0.1709,0.523,0.1034
66,2016,Latvia,Central and Eastern Europe,68,5.56,1.2179,0.9503,0.28,0.1745,0.6395,0.0889
67,2016,Cyprus,Western Europe,69,5.546,1.3186,0.707,0.2951,0.2791,0.8488,0.0523
68,2016,Paraguay,Latin America and Caribbean,70,5.538,0.8937,1.1111,0.4624,0.253,0.583,0.074
69,2016,Romania,Central and Eastern Europe,71,5.528,1.1697,0.728,0.3671,0.1289,0.676,0.0068
70,2016,Estonia,Central and Eastern Europe,72,5.517,1.2796,1.0516,0.4151,0.0842,0.681,0.1852
71,2016,Jamaica,Latin America and Caribbean,73,5.51,0.8933,0.9637,0.436,0.2225,0.5947,0.0429
72,2016,Croatia,Central and Eastern Europe,74,5.488,1.1865,0.6081,0.2391,0.1843,0.7052,0.04
73,2016,Hong Kong,Eastern Asia,75,5.458,1.5107,0.8702,0.4808,0.401,0.9528,0.3165
74,2016,Somalia,Sub-Saharan Africa,76,5.44,0.0,0.3361,0.5678,0.2723,0.1147,0.3118
75,2016,Kosovo,Central and Eastern Europe,77,5.401,0.9015,0.6606,0.144,0.2799,0.54,0.0655
76,2016,Turkey,Middle East and Northern Africa,78,5.389,1.1649,0.8772,0.2389,0.0471,0.6472,0.1235
77,2016,Indonesia,Southeastern Asia,79,5.314,0.951,0.8763,0.3924,0.5652,0.4937,0.0032
78,2016,Jordan,Middle East and Northern Africa,80,5.303,0.9967,0.8622,0.3602,0.1426,0.6071,0.133
79,2016,Azerbaijan,Central and Eastern Europe,81,5.291,1.1237,0.7604,0.3533,0.0564,0.545,0.1791
80,2016,Philippines,Southeastern Asia,82,5.279,0.8122,0.8788,0.5485,0.2167,0.4704,0.1176
81,2016,China,Eastern Asia,83,5.245,1.0278,0.7938,0.4401,0.0496,0.7356,0.0275
82,2016,Bhutan,Southern Asia,84,5.196,0.8527,0.9084,0.4607,0.4855,0.4976,0.1616
83,2016,Kyrgyzstan,Central and Eastern Europe,85,5.185,0.5604,0.9543,0.4021,0.3843,0.5545,0.0476
84,2016,Serbia,Central and Eastern Europe,86,5.177,1.0344,0.8133,0.1572,0.2074,0.6458,0.0434
85,2016,Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,0.9338,0.6437,0.0951,0.2989,0.7077,0.0
86,2016,Montenegro,Central and Eastern Europe,88,5.161,1.0784,0.7417,0.1511,0.1719,0.6353,0.1272
87,2016,Dominican Republic,Latin America and Caribbean,89,5.155,1.0279,0.995,0.5226,0.2129,0.5767,0.1237
88,2016,Morocco,Middle East and Northern Africa,90,5.151,0.8406,0.386,0.2565,0.0405,0.5947,0.084
89,2016,Hungary,Central and Eastern Europe,91,5.145,1.2414,0.9316,0.1977,0.099,0.6761,0.0447
90,2016,Pakistan,Southern Asia,92,5.132,0.6882,0.2614,0.1462,0.3119,0.4031,0.1388
91,2016,Lebanon,Middle East and Northern Africa,93,5.129,1.1227,0.6418,0.2623,0.2369,0.7617,0.0306
92,2016,Portugal,Western Europe,94,5.123,1.2761,0.9437,0.4473,0.1169,0.7936,0.0152
93,2016,Macedonia,Central and Eastern Europe,95,5.121,1.0193,0.7824,0.2767,0.2351,0.6474,0.0705
94,2016,Vietnam,Southeastern Asia,96,5.061,0.7404,0.7912,0.5595,0.2508,0.6616,0.1156
95,2016,Somaliland Region,Sub-Saharan Africa,97,5.057,0.2556,0.7586,0.3913,0.5148,0.3311,0.3679
96,2016,Tunisia,Middle East and Northern Africa,98,5.045,0.9772,0.4317,0.2355,0.0394,0.5958,0.0817
97,2016,Greece,Western Europe,99,5.033,1.2489,0.7547,0.0582,0.0,0.8003,0.0413
98,2016,Tajikistan,Central and Eastern Europe,100,4.996,0.4884,0.756,0.4341,0.26,0.5312,0.1351
99,2016,Mongolia,Eastern Asia,101,4.907,0.9885,1.0898,0.3597,0.3454,0.5547,0.0329
100,2016,Laos,Southeastern Asia,102,4.876,0.6804,0.5497,0.5217,0.4308,0.3829,0.2242
101,2016,Nigeria,Sub-Saharan Africa,103,4.875,0.7522,0.645,0.2785,0.2322,0.0511,0.0305
102,2016,Honduras,Latin America and Caribbean,104,4.871,0.6943,0.756,0.2676,0.2044,0.5838,0.0691
103,2016,Iran,Middle East and Northern Africa,105,4.813,1.1176,0.3886,0.2254,0.3854,0.6423,0.0557
104,2016,Zambia,Sub-Saharan Africa,106,4.795,0.612,0.6376,0.4266,0.1787,0.2357,0.1148
105,2016,Nepal,Southern Asia,107,4.793,0.4463,0.697,0.3701,0.3816,0.5007,0.0701
106,2016,Palestinian Territories,Middle East and Northern Africa,108,4.754,0.6702,0.7163,0.1774,0.1115,0.5684,0.1061
107,2016,Albania,Central and Eastern Europe,109,4.655,0.9553,0.5016,0.3187,0.1684,0.7301,0.053
108,2016,Bangladesh,Southern Asia,110,4.643,0.5418,0.2475,0.3978,0.1913,0.5299,0.1258
109,2016,Sierra Leone,Sub-Saharan Africa,111,4.635,0.3649,0.628,0.3069,0.239,0.0,0.082
110,2016,Iraq,Middle East and Northern Africa,112,4.575,1.0747,0.5921,0.2486,0.1959,0.5108,0.1364
111,2016,Namibia,Sub-Saharan Africa,113,4.574,0.9329,0.7036,0.4861,0.078,0.3475,0.104
112,2016,Cameroon,Sub-Saharan Africa,114,4.513,0.525,0.6254,0.4274,0.2268,0.127,0.0613
113,2016,Ethiopia,Sub-Saharan Africa,115,4.508,0.2928,0.3793,0.367,0.2952,0.3458,0.1717
114,2016,South Africa,Sub-Saharan Africa,116,4.459,1.0242,0.9605,0.4248,0.1366,0.1861,0.0842
115,2016,Sri Lanka,Southern Asia,117,4.415,0.9732,0.8478,0.5082,0.4698,0.6201,0.0796
116,2016,India,Southern Asia,118,4.404,0.7404,0.2925,0.4029,0.2503,0.4509,0.0872
117,2016,Myanmar,Southeastern Asia,119,4.395,0.3411,0.6998,0.4269,0.8197,0.3988,0.2024
118,2016,Egypt,Middle East and Northern Africa,120,4.362,0.954,0.4981,0.1885,0.1271,0.5212,0.1039
119,2016,Armenia,Central and Eastern Europe,121,4.36,0.8609,0.6248,0.1404,0.0779,0.6408,0.0362
120,2016,Kenya,Sub-Saharan Africa,122,4.356,0.5227,0.7624,0.4058,0.4133,0.3015,0.0669
121,2016,Ukraine,Central and Eastern Europe,123,4.324,0.8729,1.0141,0.1286,0.2036,0.5863,0.0183
122,2016,Ghana,Sub-Saharan Africa,124,4.276,0.6311,0.4935,0.4097,0.212,0.2968,0.0326
123,2016,Congo (Kinshasa),Sub-Saharan Africa,125,4.272,0.0566,0.8068,0.156,0.2546,0.188,0.0608
124,2016,Georgia,Central and Eastern Europe,126,4.252,0.8379,0.1925,0.3246,0.0679,0.6404,0.3188
125,2016,Congo (Brazzaville),Sub-Saharan Africa,127,4.236,0.7711,0.478,0.3794,0.1208,0.2821,0.0975
126,2016,Senegal,Sub-Saharan Africa,128,4.219,0.4431,0.7742,0.3106,0.191,0.4046,0.1168
127,2016,Bulgaria,Central and Eastern Europe,129,4.217,1.1131,0.9254,0.2122,0.1279,0.6781,0.0062
128,2016,Mauritania,Sub-Saharan Africa,130,4.201,0.6139,0.8414,0.1268,0.2269,0.2864,0.1796
129,2016,Zimbabwe,Sub-Saharan Africa,131,4.193,0.3504,0.7148,0.2543,0.185,0.1595,0.0858
130,2016,Malawi,Sub-Saharan Africa,132,4.156,0.0871,0.147,0.4143,0.3097,0.2936,0.0756
131,2016,Sudan,Sub-Saharan Africa,133,4.139,0.6307,0.8193,0.0,0.1808,0.2976,0.1004
132,2016,Gabon,Sub-Saharan Africa,134,4.121,1.1585,0.7237,0.281,0.0624,0.3494,0.0931
133,2016,Mali,Sub-Saharan Africa,135,4.073,0.3129,0.8633,0.2754,0.2106,0.1635,0.1365
134,2016,Haiti,Latin America and Caribbean,136,4.028,0.341,0.2956,0.1207,0.4796,0.2749,0.1448
135,2016,Botswana,Sub-Saharan Africa,137,3.974,1.0943,0.8919,0.4409,0.1243,0.3475,0.1077
136,2016,Comoros,Sub-Saharan Africa,138,3.956,0.2751,0.6032,0.1541,0.1827,0.2998,0.1844
137,2016,Ivory Coast,Sub-Saharan Africa,139,3.916,0.5551,0.5758,0.4066,0.2034,0.0448,0.1553
138,2016,Cambodia,Southeastern Asia,140,3.907,0.556,0.5375,0.5885,0.4034,0.4249,0.0809
139,2016,Angola,Sub-Saharan Africa,141,3.866,0.8473,0.6637,0.0059,0.1207,0.0499,0.0843
140,2016,Niger,Sub-Saharan Africa,142,3.856,0.1327,0.6053,0.3804,0.2097,0.2616,0.1718
141,2016,South Sudan,Sub-Saharan Africa,143,3.832,0.3939,0.1852,0.1966,0.259,0.1578,0.1302
142,2016,Chad,Sub-Saharan Africa,144,3.763,0.4221,0.6318,0.1281,0.1867,0.0382,0.0495
143,2016,Burkina Faso,Sub-Saharan Africa,145,3.739,0.32,0.6305,0.3337,0.2435,0.213,0.1253
144,2016,Uganda,Sub-Saharan Africa,145,3.739,0.3472,0.9098,0.4365,0.271,0.1963,0.0644
145,2016,Yemen,Middle East and Northern Africa,147,3.724,0.5794,0.4749,0.2287,0.0982,0.3105,0.0589
146,2016,Madagascar,Sub-Saharan Africa,148,3.695,0.2795,0.4612,0.1368,0.2204,0.3711,0.0751
147,2016,Tanzania,Sub-Saharan Africa,149,3.666,0.4716,0.7762,0.3176,0.3147,0.357,0.051
148,2016,Liberia,Sub-Saharan Africa,150,3.622,0.1071,0.5035,0.2575,0.2406,0.2317,0.0485
149,2016,Guinea,Sub-Saharan Africa,151,3.607,0.2242,0.3109,0.3095,0.2991,0.1883,0.1192
150,2016,Rwanda,Sub-Saharan Africa,152,3.515,0.3285,0.6159,0.5432,0.2355,0.3187,0.5052
151,2016,Benin,Sub-Saharan Africa,153,3.484,0.395,0.1042,0.3975,0.2018,0.2103,0.0668
152,2016,Afghanistan,Southern Asia,154,3.36,0.3823,0.1104,0.1643,0.3127,0.1734,0.0711
153,2016,Togo,Sub-Saharan Africa,155,3.303,0.2812,0.0,0.3468,0.1752,0.2481,0.1159
154,2016,Syria,Middle East and Northern Africa,156,3.069,0.7472,0.1487,0.0691,0.484,0.6299,0.1723
155,2016,Burundi,Sub-Saharan Africa,157,2.905,0.0683,0.2344,0.0432,0.2029,0.1575,0.0942
