,Year,Country,Region,Happiness Rank,Happiness Score,Economy,Family,Freedom,Generosity,Health,Trust
32,2015,Thailand,Southeastern Asia,34,6.455,0.9669,1.265,0.5566,0.5763,0.7385,0.0319
33,2015,Saudi Arabia,Middle East and Northern Africa,35,6.411,1.3954,1.0839,0.3105,0.1371,0.7203,0.3252
34,2015,Spain,Western Europe,36,6.329,1.2301,1.3138,0.4595,0.1823,0.9556,0.064
35,2015,Malta,Western Europe,37,6.302,1.2074,1.302,0.6037,0.5175,0.8872,0.1359
36,2015,Taiwan,Eastern Asia,38,6.298,1.291,1.0762,0.3974,0.2538,0.8753,0.0813
37,2015,Kuwait,Middle East and Northern Africa,39,6.295,1.5542,1.1659,0.555,0.1623,0.7249,0.2561
38,2015,Suriname,Latin America and Caribbean,40,6.269,0.9953,0.972,0.5966,0.1699,0.6082,0.1363
39,2015,Trinidad and Tobago,Latin America and Caribbean,41,6.168,1.2118,1.1835,0.5588,0.3184,0.6148,0.0114
40,2015,El Salvador,Latin America and Caribbean,42,6.13,0.7645,1.0251,0.4035,0.1069,0.6774,0.1178
41,2015,Guatemala,Latin America and Caribbean,43,6.123,0.7455,1.0436,0.5773,0.2749,0.6443,0.0947
42,2015,Uzbekistan,Central and Eastern Europe,44,6.003,0.6324,1.3404,0.6582,0.2284,0.5977,0.3083
43,2015,Slovakia,Central and Eastern Europe,45,5.995,1.1689,1.27,0.3175,0.1689,0.789,0.0343
44,2015,Japan,Eastern Asia,46,5.987,1.2707,1.2571,0.4962,0.1071,0.9911,0.1806
45,2015,South Korea,Eastern Asia,47,5.984,1.2446,0.9577,0.3321,0.1856,0.9654,0.0786
46,2015,Ecuador,Latin America and Caribbean,48,5.975,0.864,0.999,0.4857,0.1154,0.7908,0.1809
47,2015,Bahrain,Middle East and Northern Africa,49,5.96,1.3238,1.2162,0.4549,0.1736,0.7472,0.306
48,2015,Italy,Western Europe,50,5.948,1.2511,1.1978,0.2624,0.2282,0.9545,0.029
49,2015,Bolivia,Latin America and Caribbean,51,5.89,0.6813,0.9784,0.5741,0.2054,0.5392,0.088
50,2015,Moldova,Central and Eastern Europe,52,5.889,0.5945,1.0153,0.3282,0.2095,0.6183,0.0162
51,2015,Paraguay,Latin America and Caribbean,53,5.878,0.7599,1.3048,0.539,0.3424,0.661,0.0824
52,2015,Kazakhstan,Central and Eastern Europe,54,5.855,1.1225,1.1224,0.5165,0.1183,0.6437,0.0845
53,2015,Slovenia,Central and Eastern Europe,55,5.848,1.185,1.2739,0.6086,0.2533,0.8734,0.0379
54,2015,Lithuania,Central and Eastern Europe,56,5.833,1.1472,1.2575,0.2134,0.0264,0.7313,0.0103
55,2015,Nicaragua,Latin America and Caribbean,57,5.828,0.5933,1.1418,0.5548,0.2782,0.7431,0.1932
56,2015,Peru,Latin America and Caribbean,58,5.824,0.9002,0.9746,0.415,0.1498,0.7302,0.0599
57,2015,Belarus,Central and Eastern Europe,59,5.813,1.0319,1.2329,0.3794,0.1105,0.7361,0.1909
58,2015,Poland,Central and Eastern Europe,60,5.791,1.1256,1.2795,0.5312,0.1676,0.779,0.0421
59,2015,Malaysia,Southeastern Asia,61,5.77,1.1249,1.0702,0.5302,0.3308,0.7239,0.105
60,2015,Croatia,Central and Eastern Europe,62,5.759,1.0825,0.7962,0.2588,0.0544,0.7881,0.0243
61,2015,Libya,Middle East and Northern Africa,63,5.754,1.1315,1.1186,0.4167,0.183,0.7038,0.1102
62,2015,Russia,Central and Eastern Europe,64,5.716,1.1376,1.2362,0.3668,0.002,0.6693,0.0301
63,2015,Jamaica,Latin America and Caribbean,65,5.709,0.8104,1.151,0.5044,0.2123,0.6874,0.023
64,2015,North Cyprus,Western Europe,66,5.695,1.2081,1.0701,0.4903,0.2617,0.9236,0.1428
65,2015,Cyprus,Western Europe,67,5.689,1.2081,0.8932,0.4067,0.3064,0.9236,0.0615
66,2015,Algeria,Middle East and Northern Africa,68,5.605,0.9393,1.0777,0.2858,0.0782,0.6177,0.1738
67,2015,Kosovo,Central and Eastern Europe,69,5.589,0.8015,0.812,0.2475,0.2831,0.6313,0.0474
68,2015,Turkmenistan,Central and Eastern Europe,70,5.548,0.9585,1.2267,0.4761,0.1698,0.5389,0.3084
69,2015,Mauritius,Sub-Saharan Africa,71,5.477,1.0076,0.9852,0.5607,0.3774,0.7095,0.0752
70,2015,Hong Kong,Eastern Asia,72,5.474,1.386,1.0582,0.5961,0.3948,1.0133,0.3712
71,2015,Estonia,Central and Eastern Europe,73,5.429,1.1517,1.2279,0.4489,0.0868,0.7736,0.1518
72,2015,Indonesia,Southeastern Asia,74,5.399,0.8283,1.0871,0.4661,0.5154,0.6379,0.0
73,2015,Vietnam,Southeastern Asia,75,5.36,0.6322,0.9123,0.5944,0.1686,0.7468,0.1044
74,2015,Turkey,Middle East and Northern Africa,76,5.332,1.061,0.9463,0.2282,0.1225,0.7317,0.1575
75,2015,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.4743,1.1512,0.4348,0.3003,0.6509,0.0423
76,2015,Nigeria,Sub-Saharan Africa,78,5.268,0.6544,0.9043,0.3433,0.2723,0.1601,0.0403
77,2015,Bhutan,Southern Asia,79,5.253,0.7704,1.104,0.5321,0.48,0.5741,0.1545
78,2015,Azerbaijan,Central and Eastern Europe,80,5.212,1.0239,0.9379,0.3703,0.078,0.6405,0.1607
79,2015,Pakistan,Southern Asia,81,5.194,0.5954,0.4141,0.121,0.3367,0.5147,0.1046
80,2015,Jordan,Middle East and Northern Africa,82,5.192,0.902,1.0539,0.4066,0.1105,0.6964,0.1429
81,2015,Montenegro,Central and Eastern Europe,82,5.192,0.9744,0.9056,0.1826,0.1614,0.7252,0.143
82,2015,China,Eastern Asia,84,5.14,0.8901,0.9468,0.517,0.0819,0.8166,0.0278
83,2015,Zambia,Sub-Saharan Africa,85,5.129,0.4704,0.9161,0.4883,0.1959,0.2992,0.1247
84,2015,Romania,Central and Eastern Europe,86,5.124,1.0435,0.8859,0.3507,0.1375,0.7689,0.0065
85,2015,Serbia,Central and Eastern Europe,87,5.123,0.9205,1.0096,0.2011,0.1923,0.7484,0.0262
86,2015,Portugal,Western Europe,88,5.102,1.1599,1.1394,0.5147,0.1372,0.8752,0.0108
87,2015,Latvia,Central and Eastern Europe,89,5.098,1.1131,1.0956,0.2967,0.1823,0.7244,0.0633
88,2015,Philippines,Southeastern Asia,90,5.073,0.7053,1.0352,0.6255,0.2499,0.5811,0.1228
89,2015,Somaliland Region,Sub-Saharan Africa,91,5.057,0.1885,0.9515,0.4658,0.5032,0.4387,0.3993
90,2015,Morocco,Middle East and Northern Africa,92,5.013,0.7348,0.641,0.4169,0.0717,0.6095,0.0855
91,2015,Macedonia,Central and Eastern Europe,93,5.007,0.9185,1.0023,0.3346,0.2236,0.7355,0.0533
92,2015,Mozambique,Sub-Saharan Africa,94,4.971,0.0831,1.0263,0.3404,0.2227,0.0913,0.156
93,2015,Albania,Central and Eastern Europe,95,4.959,0.8787,0.8043,0.3573,0.1427,0.8133,0.0641
94,2015,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.8322,0.9192,0.0925,0.2481,0.7908,0.0023
95,2015,Lesotho,Sub-Saharan Africa,97,4.898,0.3755,1.041,0.3177,0.1639,0.0761,0.125
96,2015,Dominican Republic,Latin America and Caribbean,98,4.885,0.8954,1.172,0.5767,0.2168,0.6683,0.1423
97,2015,Laos,Southeastern Asia,99,4.876,0.5907,0.738,0.5959,0.4219,0.5491,0.2425
98,2015,Mongolia,Eastern Asia,100,4.874,0.8282,1.3006,0.4363,0.3323,0.6027,0.0267
99,2015,Swaziland,Sub-Saharan Africa,101,4.867,0.7121,1.0728,0.3066,0.1826,0.0757,0.0306
100,2015,Greece,Western Europe,102,4.857,1.1541,0.9293,0.077,0.0,0.8821,0.014
101,2015,Lebanon,Middle East and Northern Africa,103,4.839,1.0256,0.8,0.3392,0.2185,0.8395,0.0458
102,2015,Hungary,Central and Eastern Europe,104,4.8,1.1209,1.2022,0.3211,0.128,0.7591,0.0276
103,2015,Honduras,Latin America and Caribbean,105,4.788,0.5953,0.9535,0.4015,0.2303,0.6951,0.0683
104,2015,Tajikistan,Central and Eastern Europe,106,4.786,0.3905,0.8556,0.4722,0.2297,0.5738,0.1507
105,2015,Tunisia,Middle East and Northern Africa,107,4.739,0.8811,0.6043,0.2627,0.0643,0.7379,0.0636
106,2015,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.5987,0.9256,0.245,0.1125,0.6602,0.1291
107,2015,Bangladesh,Southern Asia,109,4.694,0.3975,0.4311,0.4082,0.2122,0.6016,0.1257
108,2015,Iran,Middle East and Northern Africa,110,4.686,1.0088,0.5445,0.3003,0.3809,0.6981,0.0586
109,2015,Ukraine,Central and Eastern Europe,111,4.681,0.7991,1.2028,0.2512,0.1528,0.6739,0.0296
110,2015,Iraq,Middle East and Northern Africa,112,4.677,0.9855,0.8189,0.0,0.1792,0.6024,0.1379
111,2015,South Africa,Sub-Saharan Africa,113,4.642,0.9205,1.1847,0.3321,0.1197,0.2769,0.0888
112,2015,Ghana,Sub-Saharan Africa,114,4.633,0.5456,0.6795,0.4234,0.2309,0.4013,0.0436
113,2015,Zimbabwe,Sub-Saharan Africa,115,4.61,0.271,1.0328,0.2586,0.1899,0.3348,0.0808
114,2015,Liberia,Sub-Saharan Africa,116,4.571,0.0712,0.7897,0.2853,0.2436,0.342,0.0623
115,2015,India,Southern Asia,117,4.565,0.645,0.3817,0.3979,0.2648,0.5153,0.0849
116,2015,Sudan,Sub-Saharan Africa,118,4.55,0.5211,1.014,0.1008,0.1906,0.3688,0.1466
117,2015,Haiti,Latin America and Caribbean,119,4.518,0.2667,0.743,0.2443,0.4619,0.3885,0.1718
118,2015,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0,1.0012,0.2261,0.2483,0.0981,0.0763
119,2015,Nepal,Southern Asia,121,4.514,0.36,0.8645,0.3828,0.323,0.5687,0.0591
120,2015,Ethiopia,Sub-Saharan Africa,122,4.512,0.1907,0.6041,0.4345,0.2433,0.4406,0.1505
121,2015,Sierra Leone,Sub-Saharan Africa,123,4.507,0.3302,0.9557,0.4084,0.2149,0.0,0.0879
122,2015,Mauritania,Sub-Saharan Africa,124,4.436,0.4541,0.8691,0.2423,0.219,0.3587,0.1746
123,2015,Kenya,Sub-Saharan Africa,125,4.419,0.3647,0.9988,0.4222,0.3754,0.4144,0.0584
124,2015,Armenia,Central and Eastern Europe,127,4.35,0.7682,0.7771,0.1985,0.0786,0.7299,0.039
125,2015,Botswana,Sub-Saharan Africa,128,4.332,0.9936,1.1046,0.495,0.1046,0.0478,0.1247
126,2015,Myanmar,Southeastern Asia,129,4.307,0.2711,0.7091,0.4402,0.7959,0.4825,0.1903
127,2015,Georgia,Central and Eastern Europe,130,4.297,0.7419,0.3856,0.4058,0.0555,0.7293,0.3833
128,2015,Malawi,Sub-Saharan Africa,131,4.292,0.016,0.4113,0.4305,0.3313,0.2256,0.0698
129,2015,Sri Lanka,Southern Asia,132,4.271,0.8352,1.0191,0.5373,0.4083,0.7081,0.0918
130,2015,Cameroon,Sub-Saharan Africa,133,4.252,0.4225,0.8877,0.4931,0.2062,0.234,0.0579
131,2015,Bulgaria,Central and Eastern Europe,134,4.218,1.0122,1.1061,0.3059,0.1192,0.7665,0.0087
132,2015,Egypt,Middle East and Northern Africa,135,4.194,0.8818,0.747,0.1729,0.1129,0.6171,0.0632
133,2015,Yemen,Middle East and Northern Africa,136,4.077,0.5465,0.6809,0.3557,0.0913,0.4006,0.0785
134,2015,Angola,Sub-Saharan Africa,137,4.033,0.7578,0.8604,0.1038,0.1234,0.1668,0.0712
135,2015,Mali,Sub-Saharan Africa,138,3.995,0.2607,1.0353,0.3886,0.188,0.2058,0.1235
136,2015,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.6787,0.6629,0.4147,0.1239,0.3105,0.1169
137,2015,Comoros,Sub-Saharan Africa,140,3.956,0.2391,0.7927,0.2292,0.1744,0.3632,0.199
138,2015,Uganda,Sub-Saharan Africa,141,3.931,0.211,1.133,0.4573,0.2907,0.3386,0.0727
139,2015,Senegal,Sub-Saharan Africa,142,3.904,0.365,0.9762,0.3677,0.2084,0.4354,0.1071
140,2015,Gabon,Sub-Saharan Africa,143,3.896,1.0602,0.9053,0.3191,0.0682,0.4337,0.1109
141,2015,Niger,Sub-Saharan Africa,144,3.845,0.0694,0.7727,0.4769,0.1939,0.2971,0.1564
142,2015,Cambodia,Southeastern Asia,145,3.819,0.4604,0.6274,0.6625,0.4036,0.6111,0.0725
143,2015,Tanzania,Sub-Saharan Africa,146,3.781,0.2852,1.0027,0.3288,0.3438,0.3822,0.0575
144,2015,Madagascar,Sub-Saharan Africa,147,3.681,0.2082,0.668,0.1918,0.2133,0.4672,0.0812
145,2015,Central African Republic,Sub-Saharan Africa,148,3.678,0.0785,0.0,0.4888,0.2384,0.067,0.0829
146,2015,Chad,Sub-Saharan Africa,149,3.667,0.3419,0.7606,0.235,0.1839,0.1501,0.0527
147,2015,Guinea,Sub-Saharan Africa,150,3.656,0.1742,0.4648,0.3773,0.2866,0.2401,0.1214
148,2015,Ivory Coast,Sub-Saharan Africa,151,3.655,0.4653,0.7712,0.4687,0.2017,0.1519,0.1792
149,2015,Burkina Faso,Sub-Saharan Africa,152,3.587,0.2581,0.8519,0.3949,0.2175,0.2713,0.1283
150,2015,Afghanistan,Southern Asia,153,3.575,0.3198,0.3029,0.2341,0.3651,0.3034,0.0972
151,2015,Rwanda,Sub-Saharan Africa,154,3.465,0.2221,0.7737,0.592,0.2263,0.4286,0.5519
152,2015,Benin,Sub-Saharan Africa,155,3.34,0.2867,0.3539,0.4845,0.1826,0.3191,0.0801
153,2015,Syria,Middle East and Northern Africa,156,3.006,0.6632,0.4749,0.1568,0.4718,0.7219,0.1891
154,2015,Burundi,Sub-Saharan Africa,157,2.905,0.0153,0.4159,0.1185,0.1973,0.224,0.1006
155,2015,Togo,Sub-Saharan Africa,158,2.839,0.2087,0.14,0.3645,0.1668,0.2844,0.1073
